Restaurant_Name,Web_Link,Locality,Sponsored,Ratings_out_of_5,Number of votes,Phone_number,Cuisines,Charges_for_two,payment_modes,Rest_timming,Detail_address,5_star_review_percentage,4_star_review_percentage,3_star_review_percentage,2_star_review_percentage,1_star_review_percentage,Wine and Beer,Dance Floor,Lunch Menu,Outdoor Seating,Seaside,4/5 Star,Free Parking,Pet Friendly,Bulk Orders Accepted,Gaming Are,City View,Vegetarian Only,Brunch,Live Music,Wheelchair Accessible,Home Delivery,Celebrity Frequented,Pre-Ordering Required,Pool Table,Keto Options,Wifi,Sports TV,Wine Tasting,Beer,Restricted Entry,Variable Menu,Serves Non Veg,Table booking for Groups,Poolside,Home Baker,Wine,Buffet,Board Games,Vegan Options,Table Reservation Not Required,Table reservation required,Rooftop,BYOB,Egg Preparations,Live Sports Screening,Luxury Dining,Seating Not Available,Desserts and Bakes,Card Upon Delivery,Serves Jain Food,Mall Parking,Available for Functions,Gastro Pub,Live Entertainment,Sugar Free Options,Couple Entry Only,Above 18 Only,Drive in,Drive Thru,Valet Parking Available,Indoor Seating,Free Wifi,Nightlife,Serves Cocktails,Kid Friendly,Craft Beer,All Day Breakfast,Gluten Free Options,Group Meal,Table booking not available,Full Bar Available,Members Only,Standing Tables,Karaoke,Entry Fee,Self Service,Delivery Only,LGBTQIA Friendly,No Alcohol Available,Unlimited Pizz,Private Dining Area Available,Smoking Are,Table booking recommended,Resto Bar,Serves Alcohol,Breakfast,Catering Available,Disabled Friendly,Serves Halal,Takeaway Only,BYOB Only,spam_review
Your Ale House,https://www.zomato.com/pune/your-ale-house-baner,Baner,"Bar, Casual Dining",3.8,284  votes,080 46971092,"Continental, North Indian, Finger Food, Fast Food","₹1,400","Cash,Cards and Digital Payments accepted","12midnight – 1:30am, 4pm – 12midnight","Shop 1, Survey 182/2/2, Dhankude Complex, Near Baner Kamaan, Baner, Pune",49%,22%,13%,4%,12%,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4
Abhiman Pure Veg,https://www.zomato.com/pune/abhiman-pure-veg-pashan,Pashan,Casual Dining,3.1,67  votes,+91 9850086987,"North Indian, Chinese",₹550,Cash and Debit Cards accepted,7am – 11pm,"Abhiman Shree Society, Opposite St Joseph School, Pashan Road, Pashan, Pune",28%,34%,12%,13%,13%,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
Food Pot,https://www.zomato.com/pune/food-pot-baner,Baner,"Takeaway, Delivery",-,0,+91 9823263020,North Indian,Not Present,Cash only,12noon – 11:30pm,"Shop 15, Shivranjan Towers, Someshwarwadi, Baner, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nice Feel Cafe,https://www.zomato.com/pune/nice-feel-cafe-hinjawadi,Hinjawadi,Café,3.1,Based on 4 votes,+91 7414925405,"Cafe, Fast Food, Beverages, Desserts, Chinese",₹500,Cash and Digital Payments accepted,9am – 12midnight,"Shop 19, Phase 1, Blue Ridge, Hinjawadi, Pune",50%,50%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MK Foods,https://www.zomato.com/pune/mk-foods-balewadi,Balewadi,Food Court,3.2,Based on 8 votes,+91 9145234520,"North Indian, Fast Food, Biryani",₹200,Cash and Digital Payments accepted,11am – 11pm,"Opposite Iris Society, Balewadi High Street, Balewadi, Pune",100%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A-1 Hyderabad Dum Biryani,https://www.zomato.com/pune/a-1-hyderabad-dum-biryani-2-balewadi,Balewadi,Quick Bites,0,0,+91 8793117789,Biryani,₹400,Cash and Digital Payments accepted,11am – 11pm,"Hotel Portland 34, Opposite Nicmar College, Balewadi, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fnp Cakes 'n' More,https://www.zomato.com/pune/fnp-cakes-n-more-hinjawadi,Hinjawadi,"Bakery, Café",0,0,+91 9819830904,"Bakery, Cafe, Fast Food, Beverages",₹500,Cash and Digital Payments accepted,9am – 12midnight,"Survey 48/3, Bhujwal Wasti, Wakad Hinjewadi Road, Hinjawadi, Pune",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Foodies Table,https://www.zomato.com/pune/foodies-table-baner,Baner,Quick Bites,3.1,Based on 8 votes,+91 9657700786 +91 7798582848,"Chinese, South Indian, North Indian",₹500,"Cash,Cards and Digital Payments accepted",11am – 11pm,"Shop 3, Near Okinawa Showroom, Aundh Baner Link Road, Baner, Pune",87%,0%,13%,0%,0%,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purani Delhi,https://www.zomato.com/pune/purani-delhi-hinjawadi,Hinjawadi,Quick Bites,-,0,+91 8888880758,North Indian,₹400,Cash only,11am – 11pm,"Survey 153, Khanekar Complex, Near Hotel Vijay, Shivaji Chowk, Hinjawadi, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jivitva,https://www.zomato.com/pune/jivitva-hinjawadi,Hinjawadi,Delivery,3.3,Based on 11 votes,+91 8796656293 +91 9762243643,North Indian,Not Present,Cash and Digital Payments accepted,11:30am – 9:30pm,"Survey 74/2, Marunji Kasarsai Road, Nerhe, Near Jadhav Patil Indian Oil Petrol Pump, Hinjawadi, Pune",100%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brihat,https://www.zomato.com/pune/brihat-balewadi,Balewadi,Casual Dining,3.7,48  votes,+91 7020091297,Maharashtrian,₹500,Cash and Digital Payments accepted,11am – 11:30pm,"Sips N Bites Chowpati, Opposite NICMAR College, Balewadi, Pune",90%,6%,2%,0%,2%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wink Meet & Eat,https://www.zomato.com/pune/wink-meet-eat-baner,Baner,Quick Bites,3.8,219  votes,+91 9503537163,"Continental, Burger, Fast Food, Italian, Pizza",₹450,"Cash,Cards and Digital Payments accepted",12noon – 12midnight,"Shop 8, Pride Valencia, Pancard Club Road, Baner, Pune",51%,19%,11%,7%,12%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15
Papa's Choice,https://www.zomato.com/pune/papas-choice-wakad,Wakad,Quick Bites,3.8,351  votes,+91 8847736065,North Indian,₹300,Cash and Digital Payments accepted,6pm – 11pm,"1004, Opposite Polaris Health Care, Shankar Kalat Nagar, Datta Mandir Road, Wakad, Pune",49%,26%,9%,6%,10%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Saurashtra Ni Rasdhar,https://www.zomato.com/pune/saurashtra-ni-rasdhar-baner,Baner,Quick Bites,3.3,77  votes,+91 9552253618 +91 9922941162,"Gujarati, North Indian, Fast Food",₹350,Cash only,10am – 11pm,"Shop 6, Sai Empire, Baner, Pune",39%,22%,8%,10%,21%,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Aaswad,https://www.zomato.com/pune/aaswad-wakad,Wakad,Casual Dining,3.4,20  votes,+91 7620942634 +91 8856921797,"Chinese, North Indian, Mughlai, Hyderabadi",₹650,"Cash,Cards and Digital Payments accepted",11am – 11:30pm,"Near Indira College, Tathwade, Bhumkar Chowk, Wakad, Pune",90%,5%,0%,0%,5%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
Radha Krishna,https://www.zomato.com/pune/radha-krishna-hinjawadi,Hinjawadi,Quick Bites,3.3,43  votes,+91 7385518461,"North Indian, South Indian, Chinese",₹650,"Cash,Cards and Digital Payments accepted",11am – 11pm,"Near Wakad Bridge, Bhujbal Vasti, Hinjawadi, Pune",34%,19%,19%,9%,19%,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Kolhapuri Tadka,https://www.zomato.com/pune/kolhapuri-tadka-balewadi,Balewadi,Quick Bites,3.2,Based on 11 votes,+91 9881462910,"North Indian, Chinese, Seafood, Maharashtrian",₹250,Cash and Cards accepted,11am – 11pm,"9, Mahalunge, Near Holiday Inn, Mumbai-Bangalore Highway, Balewadi, Pune",46%,27%,9%,9%,9%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sunrise Restaurant,https://www.zomato.com/pune/sunrise-restaurant-hinjawadi,Hinjawadi,Bar,2.8,15  votes,+91 9850921640 +91 9881162105,"North Indian, Chinese","₹1,700",Cash and Cards accepted,11am – 12midnight,"Tata Johnson Road, Phase II, Hinjawadi, Pune",7%,33%,40%,7%,13%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
V - Deck,https://www.zomato.com/pune/v-deck-balewadi,Balewadi,"Bar, Casual Dining",3.7,517  votes,020 39801500 +91 8378968891,"North Indian, Chinese, Continental, Seafood, Mangalorean","₹1,500",Cash and Cards accepted,"11am – 3pm, 7pm – 11:30pm","Sadanand Regency, Off Hinjawadi Flyover, Opposite Hotel Holiday Inn, Balewadi, Pune",21%,48%,15%,7%,9%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13
Kesar Family Restaurant,https://www.zomato.com/pune/kesar-family-restaurant-balewadi,Balewadi,Casual Dining,3.3,116  votes,+91 7720000378 +91 7720000379,"North Indian, Maharashtrian, Chinese",₹750,Cash and Cards accepted,11am – 12midnight,"43/12A/43/B, Opposite Rabindranath Tagore School, Balewadi, Pune",42%,22%,15%,9%,12%,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Baarish,https://www.zomato.com/pune/baarish-aundh,Aundh,Casual Dining,3.4,30  votes,+91 8070447044,"Chinese, Kebab, Seafood","₹1,000",Cash and Cards accepted,"11:30am – 3:30pm, 6:30pm – 11:30pm","Lane 1, Nadi Kinara, Old Sanagvi, Near Balaji Lawns, Dhore Nagar, Aundh, Pune",57%,17%,3%,10%,13%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Himanish's Cusine Veg & Non Veg,https://www.zomato.com/pune/himanishs-cusine-veg-non-veg-wakad,Wakad,Quick Bites,0,0,+91 9896005413,North Indian,₹350,Cash only,9:30am – 11pm,"Shop 09, Shiv Ganga Arcade, Bhumker Chowk, Wakad, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kibbeh,https://www.zomato.com/pune/kibbeh-aundh,Aundh,Quick Bites,3.9,374  votes,+91 9403357369,Lebanese,₹300,Cash only,4pm – 11pm,"Parihar Chowk, Sanghvi Nagar, Aundh, Pune",34%,44%,11%,4%,7%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
Chai Tapri,https://www.zomato.com/pune/chai-tapri-baner,Baner,Quick Bites,3.8,93  votes,+91 9545598989,"Street Food, Tea",₹300,Cash and Digital Payments accepted,11am – 11:30pm,"Baner Pashan Link Road, Matoshree Bulding, Baner, Pune",48%,29%,13%,5%,5%,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Torso Curl - The Gym Cafe,https://www.zomato.com/pune/torso-curl-the-gym-cafe-baner,Baner,Quick Bites,3.2,Based on 19 votes,+91 9619826517,"Healthy Food, Beverages",₹500,Cash and Cards accepted,8:30am – 10pm,"Shop 7, Regent Plaza, Pashan Link Road, Baner, Pune",68%,0%,11%,0%,21%,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Snacks N Shakes,https://www.zomato.com/pune/snacks-n-shakes-wakad,Wakad,Quick Bites,3.7,Based on 34 votes,+91 7420076710,"Sandwich, Beverages, Fast Food",₹400,"Cash,Cards and Digital Payments accepted",10:30am – 10pm,"Survey 170, Shop 13, Prestine Prolife 2, Q Wing Exit Gate, Wakad, Pune",94%,6%,0%,0%,0%,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Delhi Chaat,https://www.zomato.com/pune/delhi-chaat-balewadi,Balewadi,Quick Bites,-,0,+91 9461285161,Street Food,₹150,Cash and Digital Payments accepted,1pm – 10:30pm,"Near Comfort Zone, Baner Balewadi Road, Balewadi, Pune",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lai Bhari Kolhapuri,https://www.zomato.com/pune/lai-bhari-kolhapuri-2-hinjawadi,Hinjawadi,Quick Bites,3.2,Based on 4 votes,+91 9850775544,Maharashtrian,₹300,Cash and Cards accepted,"12noon – 4pm, 7pm – 11pm","Opposite D-Mart, Hinjewadi - Wakad Road, Hinjawadi, Pune",50%,50%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasty Chinese Rolls & Momos,https://www.zomato.com/pune/tasty-chinese-rolls-momos-wakad,Wakad,"Takeaway, Delivery",3,8  votes,+91 9028230304,Chinese,Not Present,Cash only,11am – 11pm,"SR 94/3, Pawar Market, Indira College Road, Tathwade, Wakad, Pune",62%,13%,0%,0%,25%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Icon Tower Canteen,https://www.zomato.com/pune/icon-tower-canteen-baner,Baner,Quick Bites,-,0,+91 8007279878,"Fast Food, South Indian, Maharashtrian",₹300,Cash only,9am – 2:30pm,"Icon Tower, 2nd Floor, Baner, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Temptations,https://www.zomato.com/pune/temptations-wakad,Wakad,Dessert Parlor,3.5,19  votes,+91 9130222626,Desserts,₹150,Cash and Cards accepted,10am – 12midnight,"Shop 5, Nandadeep Apartments, Kaspate Wasti, Wakad, Pune",41%,37%,11%,0%,11%,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
Hotel Basri,https://www.zomato.com/pune/hotel-basri-baner,Baner,"Casual Dining, Bar",3.6,34  votes,+91 9922609309 +91 9850763439,"North Indian, Chinese",₹900,Cash and Cards accepted,"11am – 3pm, 7pm – 11pm","Survey 101, Next to Mercedez Benz Showroom, Mumbai-Bangalore Highway, Baner, Pune",53%,29%,6%,3%,9%,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3
Badashahi,https://www.zomato.com/pune/badashahi-baner,Baner,Quick Bites,3.3,43  votes,+91 7745886262 +91 7507383227,Maharashtrian,₹300,Cash and Cards accepted,"12noon – 3pm, 7pm – 11pm","Baadshahi Hotel, Baner Pashan Link Road, Baner, Pune",16%,47%,9%,12%,16%,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Deepak Sweets,https://www.zomato.com/pune/deepak-sweets-aundh,Aundh,Quick Bites,3.7,32  votes,020 25882964,"Mithai, Street Food",₹100,Cash and Cards accepted,9am – 9pm,"Shop 4, Manish Apartment, Sanghavi Nagar, Aundh, Pune",41%,31%,16%,6%,6%,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Orchid Multi-Cuisine Restaurant - Fortune Inn Exotica,https://www.zomato.com/pune/orchid-multi-cuisine-restaurant-fortune-inn-exotica-hinjawadi,Hinjawadi,"Casual Dining, Bar",3.4,133  votes,020 67708000 020 67708066,"Bar Food, North Indian","₹1,000",Cash and Cards accepted,"12:30pm – 3pm, 7:30pm – 11pm","ITC Fortune Inn Exotica, Rajiv Gandhi IT Park, Hinjawadi, Pune",34%,26%,18%,9%,13%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
Cafe Joshua,https://www.zomato.com/pune/cafe-joshua-aundh,Aundh,Café,3.9,232  votes,020 41220036 +91 9860600036,Cafe,₹500,Cash and Cards accepted,8am – 11pm,"Shop 2, Yashashree Apartments, Gaikwad Nagar, Aundh, Pune",44%,33%,11%,5%,7%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4
Mango Sweets,https://www.zomato.com/pune/mango-sweets-baner,Baner,Sweet Shop,3.6,Based on 33 votes,+91 7447200086,"Mithai, Street Food",₹200,Cash and Cards accepted,7am – 11pm,"Shop 1, Survey 124/4, Main Road, Baner, Pune",49%,27%,15%,0%,9%,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
90's Boy Pizza,https://www.zomato.com/pune/90s-boy-pizza-baner,Baner,Delivery,3.6,141  votes,+91 9552860303,"Pizza, Italian, Fast Food",Not Present,Cash and Cards accepted,12noon – 2am,"Tamhane Chowk, Behind Kapil Malhar Society, Baner-Aundh Link Road, Baner, Pune",44%,22%,9%,9%,16%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17
Andhra Mess,https://www.zomato.com/pune/andhra-mess-hinjawadi,Hinjawadi,Quick Bites,3.8,89  votes,+91 9890910275,"South Indian, Andhra",₹250,"Cash,Cards and Digital Payments accepted","7:30am – 10:30am, 12noon – 3pm, 7pm – 10pm","Phase 2, Wipro Circle, Rajiv Ghandi Infotech Park, Hinjawadi, Pune",47%,26%,11%,6%,10%,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
